Sub_Category,Category,Product_Name,Total_Sales,Total_Profit,Total_Quantity,Avg_Days_to_Ship,Total_Orders
Envelopes,Office Supplies,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",93.22,39.52,35,3.142857142857143,7
Storage,Office Supplies,Super Decoflex Portable Personal File,179.76,39.55,13,3,5
Furnishings,Furniture,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",565.68,39.6,8,2,3
Paper,Office Supplies,"TOPS Money Receipt Book, Consecutively Numbered in Red,",88.11,39.65,11,3.5,2
Labels,Office Supplies,Avery 48,90.72,39.68,15,3.3333333333333335,3
Paper,Office Supplies,Xerox 1957,95.9,39.730000000000004,17,5,6
Furnishings,Furniture,"DAX Copper Panel Document Frame, 5 x 7 Size",171.09,39.75,18,3,5
Furnishings,Furniture,Eldon Econocleat Chair Mats for Low Pile Carpets,331.76,39.81,8,3.5,2
Labels,Office Supplies,Avery 508,87.39,39.81999999999999,19,5,6
Binders,Office Supplies,Recycled Premium Regency Composition Covers,110.02,39.879999999999995,9,3,3
Binders,Office Supplies,GBC Imprintable Covers,241.56,39.96,36,4.125,8
Tables,Furniture,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",487.65000000000003,40.16,2,2.5,2
Binders,Office Supplies,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",242.01,40.18999999999998,26,4.375,8
Phones,Technology,Classic Ivory Antique�Telephone�ZL1810,341.67,40.19,4,3,2
Paper,Office Supplies,Xerox 1986,85.5,40.35,13,1.5,4
Paper,Office Supplies,Xerox 1992,86.11000000000001,40.36,15,4,4
Paper,Office Supplies,Xerox 1920,89.69999999999999,40.370000000000005,15,2.25,4
Phones,Technology,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,269.98,40.5,3,5,1
Storage,Office Supplies,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",4059.3,40.59,30,4.5,6
Paper,Office Supplies,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",99.06000000000002,40.760000000000005,17,4.833333333333333,6
Chairs,Furniture,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,1283.6100000000001,40.85,6,3.3333333333333335,3
Paper,Office Supplies,Xerox 1956,89.7,40.9,16,5.5,2
Paper,Office Supplies,Xerox 211,104.97,40.96,19,5.5,4
Binders,Office Supplies,Aluminum Screw Posts,354.02,41.190000000000005,41,3.1818181818181817,11
Paper,Office Supplies,Xerox 1999,98.49,41.199999999999996,17,4.714285714285714,7
Labels,Office Supplies,Avery 51,95.75999999999999,41.309999999999995,16,3,5
Appliances,Office Supplies,Holmes HEPA Air Purifier,239.58,41.379999999999995,14,4.5,6
Accessories,Technology,Maxell 4.7GB DVD-RW 3/Pack,146.56,41.42,10,4.25,4
Binders,Office Supplies,GBC Wire Binding Combs,184.06,41.580000000000005,26,4.714285714285714,7
Chairs,Furniture,High-Back Leather Manager's Chair,987.9200000000001,41.6,8,4.333333333333333,3
Appliances,Office Supplies,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,244.29000000000002,41.64,10,4,3
Phones,Technology,Plantronics HL10 Handset Lifter,371.17,41.76,4,4,1
Tables,Furniture,Bretford CR4500 Series Slim Rectangular Table,1114.27,41.79,4,7,1
Phones,Technology,Bose SoundLink Bluetooth Speaker,358.2,41.79,3,7,1
Labels,Office Supplies,Avery White Multi-Purpose Labels,95.62,41.83,20,5.5,4
Phones,Technology,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",261.6,41.85000000000001,28,4.25,8
Furnishings,Furniture,"Linden 10"" Round Wall Clock, Black",253.64999999999998,41.88,21,3.1666666666666665,6
Furnishings,Furniture,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",149.70000000000002,41.92,15,4.6,5
Accessories,Technology,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",150.67000000000002,41.95,14,4,5
Phones,Technology,Polycom CX600 IP Phone VoIP phone,479.92,41.99,2,4,1
Binders,Office Supplies,"DXL Angle-View Binders with Locking Rings, Black",124.6,42.03999999999999,26,5,4
Furnishings,Furniture,"GE 4 Foot Flourescent Tube, 40 Watt",98.87,42.239999999999995,7,3.6666666666666665,3
Furnishings,Furniture,"Master Caster Door Stop, Large Neon Orange",154.34,42.29,27,4.428571428571429,7
Binders,Office Supplies,Avery Printable Repositionable Plastic Tabs,115.24,42.3,16,4.5,6
Furnishings,Furniture,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",1738.0699999999997,42.39,20,4.5,6
Accessories,Technology,Memorex Froggy Flash Drive 4 GB,136.28,42.42,14,4.8,5
Labels,Office Supplies,Avery 480,89.25,42.45,24,4.333333333333333,6
Accessories,Technology,Logitech Desktop MK120 Mouse and keyboard Combo,778.74,42.56,50,3.75,12
Labels,Office Supplies,Avery 495,97.02,42.58,16,4.75,4
Storage,Office Supplies,Tennsco Double-Tier Lockers,630.0600000000001,42.76,3,5.5,2
Furnishings,Furniture,"Master Big Foot Doorstop, Beige",152.06,42.769999999999996,30,4.166666666666667,6
Art,Office Supplies,Stanley Bostitch Contemporary Electric Pencil Sharpeners,275.08000000000004,42.79,19,3.857142857142857,7
Accessories,Technology,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,263.96,42.89,1,7,1
Art,Office Supplies,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",110.76,42.900000000000006,27,3.7142857142857144,7
Phones,Technology,Cisco SPA525G2 IP Phone - Wireless,426.92999999999995,43.08,26,4.8,5
Labels,Office Supplies,Avery 481,91.16999999999999,43.120000000000005,30,4.2,5
Paper,Office Supplies,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6� x 11�",94.93,43.14,14,4.666666666666667,3
Accessories,Technology,Logitech G13 Programmable Gameboard with LCD Display,1039.87,43.19,14,3.5,4
Machines,Technology,"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",1007.98,43.2,3,2,1
Fasteners,Office Supplies,"Advantus Push Pins, Aluminum Head",139.44,43.23,24,4.4,5
Labels,Office Supplies,Avery 478,88.38,43.31,18,3.25,4
Furnishings,Furniture,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",983.41,43.400000000000006,25,4,7
Binders,Office Supplies,Avery Metallic Poly Binders,135.81,43.42999999999999,31,4.5,6
Paper,Office Supplies,Xerox 1949,114.54999999999998,43.43000000000001,28,3.875,8
Appliances,Office Supplies,Avanti 4.4 Cu. Ft. Refrigerator,434.35,43.44,3,1,1
Paper,Office Supplies,Xerox 1970,101.58999999999999,43.51,22,4.833333333333333,6
Paper,Office Supplies,Xerox 21,124.41999999999999,43.54,24,3.4285714285714284,7
Binders,Office Supplies,Avery Non-Stick Binders,217.31000000000003,43.56,71,3.95,20
Paper,Office Supplies,Xerox 1962,109.57000000000002,43.650000000000006,28,3.5714285714285716,7
Art,Office Supplies,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",118.72,43.72,29,4.333333333333333,6
Binders,Office Supplies,Catalog Binders with Expanding Posts,228.76000000000002,43.730000000000004,5,4.666666666666667,3
Paper,Office Supplies,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",110.01,43.769999999999996,17,4.8,5
Accessories,Technology,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,99.99,44,1,5,1
Paper,Office Supplies,Xerox 1900,105.28999999999999,44.08,26,4.142857142857143,7
Chairs,Furniture,"Global Stack Chair without Arms, Black",901.5100000000001,44.17,44,3.4285714285714284,7
Furnishings,Furniture,Westinghouse Clip-On Gooseneck Lamps,279.56,44.190000000000005,38,4.111111111111111,9
Storage,Office Supplies,Project Tote Personal File,193.61,44.2,15,4.5,4
Binders,Office Supplies,Lock-Up Easel 'Spel-Binder',271.04,44.22,15,4.5,4
Phones,Technology,Panasonic KX TS3282B Corded phone,590.34,44.28,9,4.333333333333333,3
Art,Office Supplies,Boston 1730 StandUp Electric Pencil Sharpener,171.04000000000002,44.48,8,4.666666666666667,3
Furnishings,Furniture,"Eldon 200 Class Desk Accessories, Burgundy",135.65,44.58,25,4.6,5
Furnishings,Furniture,Longer-Life Soft White Bulbs,115.19,44.74,44,3.8,10
Storage,Office Supplies,Staple magnet,272.9,44.8,33,4.7,10
Paper,Office Supplies,Xerox 1952,97.60999999999999,44.81999999999999,20,4.25,4
Storage,Office Supplies,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",229.98,44.82,15,3.4,5
Machines,Technology,Wasp CCD Handheld Bar Code Reader,336.51,44.87,3,6,1
Paper,Office Supplies,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",108.42,44.99,17,3.6666666666666665,3
Accessories,Technology,Logitech Wireless Headset H600 Over-The-Head Design,171.96,45.14,5,4,1
Paper,Office Supplies,Xerox 1987,92.48,45.31,16,5,4
Phones,Technology,AT&T TR1909W,604.76,45.36,6,4.5,2
Storage,Office Supplies,Tennsco Regal Shelving Units,1521.15,45.64,15,5.333333333333333,3
Supplies,Office Supplies,"Fiskars 8"" Scissors, 2/Pack",217.23000000000002,45.86,14,5,4
Phones,Technology,Spigen Samsung Galaxy S5 Case Wallet,234.46000000000004,45.879999999999995,15,3.2,5
Phones,Technology,Grandstream GXP2100 Mainstream Business Phone,596.62,45.9,10,4,4
Binders,Office Supplies,Cardinal Slant-D Ring Binders,119.91999999999999,46.06,17,4.4,5
Phones,Technology,Griffin GC17055 Auxiliary Audio Cable,395.78,46.06,27,4.5,6
Paper,Office Supplies,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",110.16000000000001,46.13,19,4,6
Paper,Office Supplies,Xerox 201,110.16000000000001,46.14,19,4.8,5
Furnishings,Furniture,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,1431.94,46.330000000000005,14,4.25,4
Bookcases,Furniture,"Bush Westfield Collection Bookcases, Dark Cherry Finish",579.8,46.39,10,5,2
Paper,Office Supplies,Xerox 227,120.53,46.4,22,4.125,8
Furnishings,Furniture,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",160.54,46.559999999999995,23,3.6,5
Paper,Office Supplies,Xerox 219,97.20000000000002,46.65,15,4.5,4
Paper,Office Supplies,Xerox 228,97.20000000000002,46.65,15,3.75,4
Paper,Office Supplies,Xerox Blank Computer Paper,99.9,46.95,5,6,1
Bookcases,Furniture,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",626.35,46.98,3,2,1
Phones,Technology,Panasonic KX-TG9471B,470.38,47.04,3,4,1
Paper,Office Supplies,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",106.72000000000001,47.19,25,3.625,8
Paper,Office Supplies,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",115.44,47.22,26,3.8333333333333335,6
Accessories,Technology,Logitech K350 2.4Ghz Wireless Keyboard,1154.67,47.27,25,2,5
Chairs,Furniture,Office Star - Task Chair with Contemporary Loop Arms,600.46,47.31,8,5,2
Paper,Office Supplies,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",119.97,47.59000000000001,22,4.166666666666667,6
Furnishings,Furniture,"Eldon 400 Class Desk Accessories, Black Carbon",159.25,47.61,22,2.5,6
Furnishings,Furniture,DAX Natural Wood-Tone Poster Frame,301.88,47.66,15,5.25,4
Chairs,Furniture,Hon Olson Stacker Chairs,423.65,47.66,2,5,1
Paper,Office Supplies,Xerox 1995,121.82000000000001,47.69,22,4.166666666666667,6
Furnishings,Furniture,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,137.17,47.72,31,3.25,8
Storage,Office Supplies,Iris Project Case,225.04000000000002,47.88,30,2.5,6
Paper,Office Supplies,Xerox 1971,113.84,47.93,28,4.166666666666667,6
Appliances,Office Supplies,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",151.07,47.989999999999995,12,4.75,4
Machines,Technology,"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax",449.97,48,4,2.5,2
Phones,Technology,Apple iPhone 5C,639.9399999999999,48,8,5.333333333333333,3
Bookcases,Furniture,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,687.4,48.12,5,4,1
Appliances,Office Supplies,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,207.14,48.33,3,5,1
Paper,Office Supplies,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",121.39,48.55,6,3,3
Storage,Office Supplies,Carina Double Wide Media Storage Towers in Natural & Black,2769.51,48.599999999999994,35,5,11
Art,Office Supplies,Sanford Liquid Accent Highlighters,149.63,48.62,24,3.2,5
Appliances,Office Supplies,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",147.26,48.77,9,4,4
Chairs,Furniture,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",2952.16,48.8,17,3.75,4
Furnishings,Furniture,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",168.74,48.82,23,3.7142857142857144,7
Labels,Office Supplies,Avery File Folder Labels,113.47999999999999,48.84,44,3.1538461538461537,13
Storage,Office Supplies,Fellowes Recycled Storage Drawers,1287.95,48.849999999999994,12,3,3
Tables,Furniture,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",943.52,48.92,4,5.666666666666667,3
Paper,Office Supplies,Xerox 1890,97.88,48.94,2,5,1
Accessories,Technology,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,279.96,48.99,5,4,1
Paper,Office Supplies,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",109.58,49.09,15,4.333333333333333,6
Paper,Office Supplies,Xerox 1928,124.61000000000001,49.099999999999994,26,3.5,4
Labels,Office Supplies,Avery 518,106.47,49.13999999999999,35,4.25,8
Furnishings,Furniture,"Master Caster Door Stop, Brown",176.79,49.39,38,3.7777777777777777,9
Phones,Technology,Plantronics Voyager Pro Legend,494.38,49.44,3,2,1
Phones,Technology,GE 2-Jack Phone Line Splitter,659.17,49.44,4,5,1
Phones,Technology,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",164.99,49.5,1,6,1
Paper,Office Supplies,"Array Parchment Paper, Assorted Colors",106.29,49.51,15,4,4
Storage,Office Supplies,Economy Rollaway Files,660.8,49.55,5,5,3
Machines,Technology,Hewlett-Packard Deskjet 5550 Printer,597.13,49.76,3,3,1
Art,Office Supplies,Berol Giant Pencil Sharpener,254.84999999999997,49.78,17,6.25,4
Art,Office Supplies,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",209.66,49.8,7,4,3
Supplies,Office Supplies,Acme Galleria Hot Forged Steel Scissors with Colored Handles,195.05,49.87,13,4,3
Accessories,Technology,Imation Bio 8GB USB�Flash Drive Imation�Corp,332.48,49.88,2,2.5,2
Phones,Technology,LG Electronics Tone+ HBS-730 Bluetooth Headset,607,50,13,3,3
Furnishings,Furniture,"Eldon Executive Woodline II Desk Accessories, Mahogany",361.86,50.01,17,3.4,5
Supplies,Office Supplies,Compact Automatic Electric Letter Opener,2505.5099999999998,50.099999999999994,21,5.5,6
Binders,Office Supplies,JM Magazine Binder,204.72,50.18999999999999,18,4,6
Binders,Office Supplies,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",191.98,50.230000000000004,47,5,9
Paper,Office Supplies,HP Office Recycled Paper (20Lb. and 87 Bright),106.35,50.35,19,4.75,4
Storage,Office Supplies,Fellowes Desktop Hanging File Manager,201.45000000000002,50.37,15,2.75,4
Phones,Technology,Apple EarPods with Remote and Mic,251.91,50.38,10,1.75,4
Accessories,Technology,Logitech Media Keyboard K200,503.86,50.39,16,6,4
Phones,Technology,AT&T CL2909,755.95,50.39999999999999,8,4.333333333333333,3
Phones,Technology,Samsung Galaxy Mega 6.3,671.98,50.4,2,0,1
Bookcases,Furniture,O'Sullivan 2-Shelf Heavy-Duty Bookcases,621.83,50.519999999999996,14,3.6,5
Binders,Office Supplies,Storex Dura Pro Binders,278.57,50.55,71,4.235294117647059,17
Appliances,Office Supplies,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",180.66,50.58,3,5,1
Binders,Office Supplies,"ACCOHIDE 3-Ring Binder, Blue, 1""",147.02999999999997,50.71,44,2.923076923076923,13
Paper,Office Supplies,Xerox 213,111.46000000000001,50.800000000000004,18,3.3333333333333335,6
Bookcases,Furniture,"Bush Cubix Collection Bookcases, Fully Assembled",220.98,50.83,1,5,1
Storage,Office Supplies,Hanging Personal Folder File,251.2,51.03,17,2.2,5
Storage,Office Supplies,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",2552.54,51.06,23,5,5
Furnishings,Furniture,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",468.47,51.1,7,1,3
Storage,Office Supplies,File Shuttle I and Handi-File,262.66,51.410000000000004,13,4.333333333333333,3
Labels,Office Supplies,Avery 516,109.65,51.54,15,2.5,4
Labels,Office Supplies,Avery 519,121.35,51.61,18,3.3333333333333335,6
Envelopes,Office Supplies,"Strathmore #10 Envelopes, Ultimate White",105.42,51.66,2,4,1
Storage,Office Supplies,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,343.71000000000004,51.739999999999995,21,4,6
Paper,Office Supplies,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",119.21,52.01,19,4.8,5
Storage,Office Supplies,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",218.42000000000002,52.04,14,3.75,4
Envelopes,Office Supplies,#10 Self-Seal White Envelopes,108.68,52.12,10,4.25,4
Paper,Office Supplies,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),139.38,52.28,30,3.875,8
Phones,Technology,PowerGen Dual USB Car Charger,127.87,52.36000000000001,14,4.5,4
Envelopes,Office Supplies,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",125.17000000000002,52.37,13,3.75,4
Accessories,Technology,Logitech M510 Wireless Mouse,239.94,52.39,7,3.3333333333333335,3
Binders,Office Supplies,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",310.2,52.43,31,4.5,8
Furnishings,Furniture,"DAX Cubicle Frames, 8-1/2 x 11",145.69,52.46,17,3.5,4
Furnishings,Furniture,"DAX Value U-Channel Document Frames, Easel Back",175.93999999999997,52.46999999999999,36,3.7,10
Accessories,Technology,Logitech diNovo Edge Keyboard,1399.94,52.5,7,3,1
Art,Office Supplies,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",175.44,52.63,6,2,1
Storage,Office Supplies,"Fellowes Personal Hanging Folder Files, Navy",284.72,52.63999999999999,24,2.5,4
Accessories,Technology,Cherry 142-key Programmable Keyboard,479.72,52.77,4,4,1
Accessories,Technology,Sony 32GB Class 10 Micro SDHC R40 Memory Card,251.4,52.8,12,4,4
Furnishings,Furniture,"Eldon Stackable Tray, Side-Load, Legal, Smoke",155.38,52.83,17,3.2,5
Paper,Office Supplies,Xerox 204,110.16,52.870000000000005,17,5.75,4
Labels,Office Supplies,Self-Adhesive Removable Labels,110.25,52.92,35,4,7
Bookcases,Furniture,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",606.98,53.010000000000005,4,3.5,2
Paper,Office Supplies,Xerox 2,137.37,53.12,25,4.222222222222222,9
Accessories,Technology,"Logitech�Wireless Boombox Speaker - portable - wireless, wired",170.24,53.2,2,2,1
Accessories,Technology,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,194.55,53.25999999999999,20,5.2,5
Machines,Technology,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,532.72,53.27,2,3,1
Storage,Office Supplies,Adjustable Personal File Tote,270.25,53.4,18,4,5
Art,Office Supplies,BIC Liqua Brite Liner,173.5,53.57,27,4.166666666666667,6
Appliances,Office Supplies,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,229.89000000000001,53.71000000000001,28,4.5,6
Accessories,Technology,Logitech Wireless Touch Keyboard K400,364.85,53.73,15,4,3
Art,Office Supplies,4009 Highlighters by Sanford,171.14000000000001,53.809999999999995,44,4,8
Paper,Office Supplies,Strathmore Photo Frame Cards,116.96000000000001,53.81,16,4.5,4
Paper,Office Supplies,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",152.16,54.06,18,4.5,6
Storage,Office Supplies,Fellowes Staxonsteel Drawer Files,386.34,54.09,2,3,1
Paper,Office Supplies,Xerox 1947,136.35000000000002,54.13000000000001,25,4.8,5
Chairs,Furniture,"Global Leather and Oak Executive Chair, Black",2618.5200000000004,54.18,12,4.5,4
Accessories,Technology,Logitech Wireless Gaming Headset G930,255.98,54.4,2,4,1
Accessories,Technology,NETGEAR AC1750 Dual Band Gigabit�Smart WiFi Router,159.99,54.4,1,1,1
Chairs,Furniture,"Leather Task Chair, Black",1437.48,54.589999999999996,19,4.5,6
Labels,Office Supplies,Avery 476,137.11,54.599999999999994,37,4.4,10
Phones,Technology,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",197.8,54.85,27,3.8,5
Labels,Office Supplies,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",153.72,55.06999999999999,29,5.166666666666667,6
Furnishings,Furniture,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",196.25,55.09,17,3.6,5
Binders,Office Supplies,"Wilson Jones Hanging View Binder, White, 1""",143.42,55.23,23,3,7
Storage,Office Supplies,Portable Personal File Box,224.66,55.31,19,4.333333333333333,6
Paper,Office Supplies,Riverleaf Stik-Withit Designer Note Cubes,136.82000000000002,55.33,15,4,5
Appliances,Office Supplies,"Eureka Hand Vacuum, Bagless",197.72,55.36,4,3,1
Art,Office Supplies,Lumber Crayons,171.39,55.37,19,3.8333333333333335,6
Furnishings,Furniture,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,946.19,55.5,11,4.75,4
Binders,Office Supplies,Acco 3-Hole Punch,137.54,55.53000000000001,36,2.6666666666666665,9
Phones,Technology,AT&T CL83451 4-Handset Telephone,494.37,55.62,3,3,2
Furnishings,Furniture,"Eldon Image Series Desk Accessories, Ebony",180.30999999999997,55.82,18,4,5
Paper,Office Supplies,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),129.17000000000002,55.97,24,3.4,5
Machines,Technology,NeatDesk Desktop Scanner & Digital Filing System,479.99,56,2,4,1
Phones,Technology,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),559.98,56,2,3,1
Furnishings,Furniture,Nu-Dell Float Frame 11 x 14 1/2,170.63000000000002,56.03,22,3.5714285714285716,7
Furnishings,Furniture,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",136.34000000000003,56.099999999999994,28,5.285714285714286,7
Paper,Office Supplies,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 �� x 11�",124.8,56.17000000000001,20,3.2,5
Bookcases,Furniture,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",449.57,56.2,2,5,1
Binders,Office Supplies,Tuf-Vin Binders,290.54,56.22,14,4.2,5
Furnishings,Furniture,Aluminum Document Frame,244.39999999999998,56.22,22,4.4,5
Storage,Office Supplies,"Tennsco Lockers, Sand",407.02,56.23,22,2.2,5
Paper,Office Supplies,Xerox 230,127.00999999999999,56.239999999999995,21,4,5
Furnishings,Furniture,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,563.03,56.29,13,4.4,5
Paper,Office Supplies,Xerox 232,120.53,56.5,19,4,4
Chairs,Furniture,"Lifetime Advantage Folding Chairs, 4/Carton",1940.9099999999999,56.7,12,4.25,4
Furnishings,Furniture,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,271,56.91,5,3.5,2
Furnishings,Furniture,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",207.01999999999998,56.92,6,6,3
Paper,Office Supplies,Xerox 212,141.26999999999998,57.019999999999996,25,2.5714285714285716,7
Appliances,Office Supplies,Fellowes Superior 10 Outlet Split Surge Protector,867.76,57.080000000000005,30,3.888888888888889,9
Accessories,Technology,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,582.68,57.33,13,4.25,4
Bookcases,Furniture,"Hon Metal Bookcases, Gray",212.94,57.49,3,6,1
Binders,Office Supplies,Ibico Covers for Plastic or Wire Binding Elements,184,57.510000000000005,20,3.2857142857142856,7
Phones,Technology,AT&T 1080 Phone,767.14,57.54,7,4,2
Accessories,Technology,Logitech�Illuminated - Keyboard,119.98,57.59,2,5,1
Paper,Office Supplies,Xerox 1907,122.8,57.72,10,4.666666666666667,3
Accessories,Technology,HP Standard 104 key PS/2 Keyboard,275.5,58.01,20,3.6666666666666665,6
Furnishings,Furniture,"Eldon 200 Class Desk Accessories, Smoke",138.16,58.02,22,5,4
Storage,Office Supplies,"Neat Ideas Personal Hanging Folder Files, Black",276.65,58.03,22,3.4285714285714284,7
Bookcases,Furniture,O'Sullivan 4-Shelf Bookcase in Odessa Pine,1965.9299999999998,58.06,19,3.3333333333333335,3
Furnishings,Furniture,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",204.14000000000001,58.15,8,3.5,2
Accessories,Technology,KeyTronic�E03601U1 -�Keyboard�- Beige,324,58.32,18,4,6
Tables,Furniture,BPI Conference Tables,292.1,58.42,2,2,1
Phones,Technology,Cisco Small Business SPA 502G VoIP phone,882.0999999999999,58.47,11,5,4
Binders,Office Supplies,Wilson Jones Turn Tabs Binder Tool for Ring Binders,212.07,58.50999999999999,59,4.6923076923076925,13
Appliances,Office Supplies,Kensington 4 Outlet MasterPiece Compact Power Control Center,292.75,58.55,4,4.5,2
Chairs,Furniture,Hon Valutask Swivel Chairs,737.1599999999999,58.57000000000001,8,2.3333333333333335,3
Art,Office Supplies,Dixon Ticonderoga Core-Lock Colored Pencils,229.58,58.68,28,4.428571428571429,7
Binders,Office Supplies,"Avery Trapezoid Extra Heavy Duty 4"" Binders",226.46999999999997,58.709999999999994,8,2.6666666666666665,3
Binders,Office Supplies,GBC Binding covers,137.26999999999998,58.93000000000001,11,3.6666666666666665,3
Storage,Office Supplies,Recycled Eldon Regeneration Jumbo File,235.78,58.96,20,4.166666666666667,6
Chairs,Furniture,Hon Mobius Operator's Chair,442.76,59.04,4,4,1
Paper,Office Supplies,Things To Do Today Pad,138.53,59.16999999999999,26,4,7
Furnishings,Furniture,"Seth Thomas 8 1/2"" Cubicle Clock",210.91,59.22,11,4.5,4
Fasteners,Office Supplies,"OIC Colored Binder Clips, Assorted Sizes",139.62,59.28,44,2.5714285714285716,7
Art,Office Supplies,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,197.82,59.349999999999994,9,4,2
Paper,Office Supplies,Xerox 1930,138.67,59.370000000000005,24,4.4,5
Paper,Office Supplies,Xerox 1955,182.72,59.38,10,3.5,2
Storage,Office Supplies,Desktop 3-Pocket Hot File,259.68,59.51,5,4.5,2
Storage,Office Supplies,Letter Size File,341.41999999999996,59.55,10,4.5,2
Paper,Office Supplies,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",161.32000000000002,59.56999999999999,25,5,6
Art,Office Supplies,Bulldog Vacuum Base Pencil Sharpener,330.9200000000001,59.6,31,3.1666666666666665,6
Appliances,Office Supplies,Eureka Sanitaire  Commercial Upright,795.41,59.66,6,0,1
